question,choices,answer,subject,output
"Faayidaan alaa ta’uu gaariin yoo jiraate, kanneen armaan gadii keessaa kamtu alaa ta’uu sirreessa?","['Deeggarsa mootummaa.', 'Gibira mootummaa.', ""Gatii ol'aanaa."", 'Sadarkaa oomishaa gadi aanaa.']",A,high_school_microeconomics,D) Sadarkaa oomishaa gadi aanaa.
"Gabaa jiinsii deenim madaalawaa keessa waan jiruuf, gatiin paantii poliyesterii, meeshaa bakka bu'aa ta'e, ol ka'a. Gabaa jiinsii keessatti","['dhiyeessiin gadi bu’uun gatii dabaluu fi baay’inni isaa hir’achuu danda’a.', 'dhiyeessiin ni kufa, gatii dabaluu fi baay’inni dabaluu.', 'fedhiin gadi bu’uun gatii dabaluu fi baay’ina hir’isuun ni danda’ama.', 'fedhiin dabaluu, gatii dabaluu fi baay’ina dabaluu.']",D,high_school_microeconomics,"Gabaa jiinsii deenim madaalawaa keessatti, dhiyeessiin gadi bu’uun gatii dabaluu fi baay’inni isaa hir’achuu danda’a. Kanaafuu, gabaa jiinsii deenim madaalawaa keessatti gatii dabaluu fi baay’inni isaa hir’achuu danda’a. 

Gabaa jiinsii keessatti dhiyeessiin ni kufa jechuun, gabaa jiinsii deenim madaalawaa keessatti gatii dabaluu fi baay’inni isaa hir’achuu danda’a. 

Gabaa jiinsii deenim madaalawaa keessatti, gatii dabaluu fi baay’inni dabaluu jechuun, gabaa jiinsii deenim madaalawaa keessatti gatii dabaluu fi baay’inni isaa hir’achuu danda’a. 

Gabaa jiinsii deenim madaalawaa keessatti, fedhiin gadi bu’uun gatii dabaluu fi baay’ina hir’isuun ni danda’ama jechuun, gabaa jiinsii deenim madaalawaa keessatti gatii dabaluu fi baay’inni isaa hir’achuu danda’a. 

Gabaa jiinsii deenim madaalawaa keessatti, gatii dabaluu fi baay’inni isaa hir’achuu danda’a jechuun, gabaa jiinsii deenim madaalawaa keessatti gatii dabaluu fi baay’inni isaa hir’achuu danda’a. 

Gabaa jiinsii deenim madaalawaa keessatti, gatii dabaluu fi baay’inni isaa hir’achuu danda’a jechuun, gabaa jiinsii deenim madaalawaa keessatti gatii dabaluu fi baay’inni isaa hir’achuu danda’a. 

Gabaa ji"
Fayyadamaan sammuu qabu kan kukii Iskawutii Dhalaa nyaachaa jiru kan dhiisu  yeroo ,"['faayidaan waliigalaa baasii waliigalaa kukii nyaachuu wajjin walqixa.', ""faayidaan baay'ee xiqqaa baasii baay'ee xiqqaa kukii itti aanuu wajjin walqixa."", 'baasii xiqqaan kukii nyaachuuf bahu guddaadha.', ""faayidaan baay'ee xiqqaa cookies nyaachuu xiqqaadha.""]",B,high_school_microeconomics,A) Faayidaan waliigalaa baasii waliigalaa kukii nyaachuu wajjin walqixa.
"Kanneen armaan gadii keessaa kamtu maaliif gatii (P) dorgommii mudaa hin qabne jalatti galii baay'ee xiqqaa (MR) wajjin walqixa akka ta’e, fi gatiin (P) maaliif galii baay'ee xiqqaa dorgommii monopolii ykn mudaa hin qabne jalatti maaliif akka caalu agarsiisa? I. MR = P = dorgommii mudaa hin qabneef fedhii faankishinii dalgaa irratti. II. P > MR akka faankishiniiwwan gara gadiitti qaxxaamuranii dorgommii mudaa hin qabneef. III. Fedhii fi Gatiin dorgommii mudaa hin qabneef akka faankishinii dhaabbataatti bakka bu’u.","['I, II, fi III.', 'I fi II.', 'I qofaa.', 'I fi III.']",B,high_school_microeconomics,E) II fi III.
Meeshaan tokko gibirri yeroo itti kaffalamu ba’aan gibiraa irra caalaa fayyadamaa irratti kan kufu yoo ta’e,"['fedhiin dhaabbataa fi dhiyeessiin dhaabbataadha', 'fedhiin dhaabbataa fi dhiyeessiin jijjiiramaa dha', 'fedhiin jijjiiramaa fi dhiyeessiin jijiiramaa miti', 'fedhiin jijjiiramaa fi dhiyeessiinis  jijjiiramaadha']",B,high_school_microeconomics,B) fedhiin dhaabbataa fi dhiyeessiin jijjiiramaa dha
Korboo baasii giddugaleessaa yeroo dheeraa,"['yeroo hunda korboon baasii giddugaleessa yeroo gabaabaa gadi ta’a', 'yeroo hunda korboon baasii giddugaleessa yeroo gabaabaa ol ta’a', 'yeroo hunda korboo baasii giddugaleessa yeroo gabaabaa xiqqaa baasii giddugaleessa yeroo gabaabaatiin wal qaxxaamura', 'yeroo tokkotti malee baasii giddugaleessa yeroo gabaabaa gadi ta’a']",D,high_school_microeconomics,A) yeroo hunda korboon baasii giddugaleessa yeroo gabaabaa gadi ta’a
Kanneen armaan gadii keessaa kamtu amala korboo fedhii dacha'aa hin taane?,"[""Daangaa baasii baay'ee xiqqaa kan MR = MC irratti."", 'P < MC.', 'Wal-irratti hirkattummaa dorgomtootaa.', ""Gatii dacha'aa irratti.""]",B,high_school_microeconomics,A) Daangaa baasii baay'ee xiqqaa kan MR = MC irratti.
Diinagdeen saayinsii hawaasummaa kan,"['adda durummaan maallaqa ilaallata.', 'adda durummaan akkaataa qabeenyi itti fayyadaman kan ilaallatudha.', 'xiinxalaaf mala saayinsii qofa irratti hirkata.', 'adda durummaan fayyaa hafuuraa guddisuu kan ilaallatudha.']",B,high_school_microeconomics,Saayinsii hawaasummaa kan A) adda durummaan maallaqa ilaallata. B) adda durummaan akkaataa qabeenyi itti fayyadaman kan ilaallatudha. C) xiinxalaaf mala saayinsii qofa irratti hirkata. D) adda durummaan fayyaa hafuuraa guddisuu kan ilaallatudha.
Kanneen armaan gadii keessaa kamtu dhugaadha?,"['TC = (AVC + AFC)Q.', 'TFC = TC sadarkaa oomishaa hunda irratti.', 'AVC + AFC = TC.', 'MC = TC - TFC.']",A,high_school_microeconomics,A) TC = (AVC + AFC)Q.
Monopsonistii kan adda baafamu kanneen armaan gadii keessaa tokko:,"[""Kaffaltiin mindaa bu’aa galii baay'ee xiqqaa humna namaa gadi ta’e."", 'Sadarkaan qaxarrii kan gabaa hojii dorgomaa caalu.', 'Kaffaltiin mindaa kan gabaa hojii dorgomaa caalu.', 'Gurguraa tajaajila hojjetaa tokko.']",A,high_school_microeconomics,"A) Monopsonistii kan adda baafamu kanneen armaan gadii keessaa tokko, kaffaltiin mindaa bu’aa galii baay'ee xiqqaa humna namaa gadi ta’e. Monopsonistii, kanneen armaan gadii keessaa tokko, humna namaa gadi ta’uun isaa, kaffaltiin mindaa bu’aa galii baay'ee xiqqaa ta’uun isaa, gama biraatiin, gama hawaasaatiin gama biroo irraa argamuun, gama biraatiin gama hawaasaatiin gama biroo irraa argamuun, gama biraatiin gama hawaasaatiin gama biroo irraa argamuun, gama biraatiin gama hawaasaatiin gama biroo irraa argamuun, gama biraatiin gama hawaasaatiin gama biroo irraa argamuun, gama biraatiin gama hawaasaatiin gama biroo irraa argamuun, gama biraatiin gama hawaasaatiin gama biroo irraa argamuun, gama biraatiin gama hawaasaatiin gama biroo irraa argamuun, gama biraatiin gama hawaasaatiin gama biroo irraa argamuun, gama biraatiin gama hawaasaatiin gama biroo irraa argamuun, gama biraatiin gama hawaasaatiin gama biroo irraa argamuun, gama biraatiin gama hawaasaatiin gama biroo irraa argamuun, gama biraatiin gama hawaasaatiin gama biroo irraa argamuun, gama biraatiin gama hawaasaatiin gama biroo irraa argamuun, gama biraatiin gama hawaasaatiin gama biroo irraa argamuun, gama biraatiin gama"
"Gatiin meeshaa tokkoo (A) yoo dabalee fi baay’inni fedhii meeshaa biraa (B) irraa gaafatamu yoo dabale, meeshaaleen lamaan","['meeshaalee bakka wal bu’an.', 'meeshaalee dabalataa.', 'meeshaalee gadi aanaa ta’an.', 'meeshaalee idilee.']",A,high_school_microeconomics,"A) Meeshaalee bakka wal bu'an jechuun, meeshaalee kanneen walitti bu'aa jiru. Kanaafuu, meeshaa tokkoo irraa meeshaa biraa deebi'uun, meeshaalee kanneen walitti bu'aa jiru.

B) Meeshaalee dabalataa jechuun, meeshaalee kanneen walitti dabalamaa jiru. Kanaafuu, meeshaa tokkoo irraa meeshaa biraa deebi'uun, meeshaalee kanneen walitti dabalamaa jiru.

C) Meeshaalee gadi aanaa ta'an jechuun, meeshaalee kanneen walitti gadi aanaa jiru. Kanaafuu, meeshaa tokkoo irraa meeshaa biraa deebi'uun, meeshaalee kanneen walitti gadi aanaa jiru.

D) Meeshaalee idilee jechuun, meeshaalee kanneen walitti idilee jiru. Kanaafuu, meeshaa tokkoo irraa meeshaa biraa deebi'uun, meeshaalee kanneen walitti idilee jiru."
Dhaabbata indaastirii dorgommii guutuu qabuuf ibsa armaan gadii keessaa kamtu dhugaadha?,"['Galiin waliigalaa dabalaa achi booda hir’ata.', ""Galiin baay'ee xiqqaa hir'achaa jira."", 'Galiin giddu galeessaa jalqaba irratti negaatiivii ta’ee booda pozaatiivii ta’a.', ""Galiin giddu galeessaa galii baay'ee xiqqaa waliin walqixa.""]",D,high_school_microeconomics,D) Galiin giddu galeessaa galii baay'ee xiqqaa waliin walqixa.
Hojjechiisaan dorgomaa guutuu ta’e hojjettoota qacara hanga,"[""Mindaa = Baasii sababaa baay'ee xiqqaa."", ""Mindaa = Bu’aa hojii baay'ee xiqqaa."", ""Mindaa = Galii baay'ee xiqqaa."", ""Mindaa = Bu’aa galii baay'ee xiqqaa kan humna namaa.""]",D,high_school_microeconomics,"A) Mindaa = Baasii sababaa baay'ee xiqqaa: Mindaa kanaan hojjettoonni qacaraa baasii sababaa baay'ee xiqqaa. Kanaaf, hojjechiisaan dorgomaa guutuu ta'e hojjettoota qacaraa kan baasii sababaa baay'ee xiqqaa.

B) Mindaa = Bu’aa hojii baay'ee xiqqaa: Mindaa kanaan hojjettoonni qacaraa bu’aa hojii baay'ee xiqqaa. Kanaaf, hojjechiisaan dorgomaa guutuu ta'e hojjettoota qacaraa kan bu’aa hojii baay'ee xiqqaa.

C) Mindaa = Galii baay'ee xiqqaa: Mindaa kanaan hojjettoonni qacaraa galii baay'ee xiqqaa. Kanaaf, hojjechiisaan dorgomaa guutuu ta'e hojjettoota qacaraa kan galii baay'ee xiqqaa.

D) Mindaa = Bu’aa galii baay'ee xiqqaa kan humna namaa: Mindaa kanaan hojjettoonni qacaraa bu’aa galii baay'ee xiqqaa kan humna namaa. Kanaaf, hojjechiisaan dorgomaa guutuu ta'e hojjettoota qacaraa kan bu’aa galii baay'ee xiqqaa kan humna namaa."
Barbaachisummaan monopoliin oomisha isaa yuunitii baay’ee gurguruuf jecha gatii isaa gadi buusuun isaa maaliif akka ta’e ibsa,"['monopoliin dhaabbilee tajaajila mootummaa biratti kan barame dha', ""korboon galii baay'ee xiqqaa korboo fedhii monopolii gadi ta’a"", ""korboon baasii baay'ee xiqqaa gatii monopolii tokkoof gara oliitti qaxxaamura"", 'monopoloonni humna gabaa eeguu danda’u']",B,high_school_microeconomics,"Monopoliin oomisha yuunitii baay'ee gurguruuf jecha gatii isaa gadi buusuun isaa maaliif akka ta'e ibsa. Monopoliin yeroo ammaa keessatti, dhaabbilee tajaajila mootummaa biratti kan barame dha. Monopolii kan ta'e, korboon galii baay'ee xiqqaa korboo fedhii monopolii gadi ta'a. Korboon baasii baay'ee xiqqaa gatii monopolii tokkoof gara oliitti qaxxaamura. Monopoloonni humna gabaa eeguu danda'u. 

Monopoliin yeroo ammaa keessatti, dhaabbilee tajaajila mootummaa biratti kan barame dha. Monopolii kan ta'e, korboon galii baay'ee xiqqaa korboo fedhii monopolii gadi ta'a. Korboon baasii baay'ee xiqqaa gatii monopolii tokkoof gara oliitti qaxxaamura. Monopoloonni humna gabaa eeguu danda'u. 

Monopoliin yeroo ammaa keessatti, dhaabbilee tajaajila mootummaa biratti kan barame dha. Monopolii kan ta'e, korboon galii baay'ee xiqqaa korboo fedhii monopolii gadi ta'a. Korboon baasii baay'ee xiqqaa gatii monopolii tokkoof gara oliitti qaxxaamura. Monopoloonni humna gabaa eeguu danda'u. 

Monopoliin yeroo ammaa keessatti, dhaabbilee tajaajila mootummaa biratti kan barame dha. Monopolii kan ta'e, korboon galii baay'ee xiqqaa korboo fedhii monopolii gadi ta'a. Korboon baasii baay'ee xiqqaa gatii monopolii tokkoof gara oliitti qaxxaamura. Monopoloonni humna gabaa eeguu danda'u."
Mee gabaa bunaa keessatti gatiin lafa irraa tokko dhaabameera haa jennu. Bu’aan imaammata kanaa ,"['fedhiin maashinii buna itti tolchan hir’achuu isaati.', 'hanqinni bunaa gabaa keessatti itti fufiinsaan mul’achaa jira.', 'sababa gatii bunaa gadi bu’uutiin caalmaan fayyadamtootaa dabaluu isaati.', 'fedhiin bunaa dabaluu isaati.']",A,high_school_microeconomics,"A) Fedhiin maashinii buna itti tolchan hir’achuu isaati. 

Bu’aan imaammata kana keessatti, maashinii buna itti tolchan hir’achuu isaati. Maashina kana, buna gabaa keessatti gatiin lafa irraa tokko dhaabameera. Maashina kana, buna gabaa keessatti gatiin lafa irraa tokko dhaabameera. Maashina kana, buna gabaa keessatti gatiin lafa irraa tokko dhaabameera. 

B) Hanqinni bunaa gabaa keessatti itti fufiinsaan mul’achaa jira. 

Hanqinni bunaa gabaa keessatti itti fufiinsaan mul’achaa jira. Hanqina kana, buna gabaa keessatti gatiin lafa irraa tokko dhaabameera. Hanqina kana, buna gabaa keessatti gatiin lafa irraa tokko dhaabameera. Hanqina kana, buna gabaa keessatti gatiin lafa irraa tokko dhaabameera. 

C) Sababa gatii bunaa gadi bu’uutiin caalmaan fayyadamtootaa dabaluu isaati. 

Sababa gatii bunaa gadi bu’uutiin caalmaan fayyadamtootaa dabaluu isaati. Sababa kana, buna gabaa keessatti gatiin lafa irraa tokko dhaabameera. Sababa kana, buna gabaa keessatti gatiin lafa irraa tokko dhaabameera. Sababa kana, buna gabaa keessatti gatiin lafa irraa tokko dhaabameera. 

D) Fedhiin bunaa dabaluu isaati. 

Fedhiin bunaa dabaluu isaati. Fedhi kana, buna gabaa keessatti gatiin lafa irraa tokko dhaabameera. Fedhi kana, buna gabaa keessatti gati"
Mindaan xiqqaan gabaa hojjettoota nyaata saffisaa keessatti argamu tarii oomishuuf hin oolu,"['fedhiin hojjettoota nyaata saffisaa dabaluu isaati.', 'dhiyeessiin hojjettoota nyaata saffisaa hir’achuu isaa.', 'hanqina hojjettoota nyaata saffisaa.', 'caalmaa hojjettoota nyaata saffisaa.']",D,high_school_microeconomics,A) fedhiin hojjettoota nyaata saffisaa dabaluu isaati.
Dhaabbata yeroo gabaabaa keessatti dorgomaa guutuu ta’eef kanneen armaan gadii keessaa kamtu dhugaadha?,"['Dhaabbatichi bu’aa idilee argata.', 'Dhaabbatichi gatiin isaa baasii waliigalaa giddu galeessaa gadi yoo gadi bu’e ni cufama.', 'Dhaabbatichi bu’aa dinagdee gaarii argata.', 'Dhaabbatichi bu’aa gaarii, gadhee ykn idilee argachuu danda’a.']",D,high_school_microeconomics,argata. E) Dhaabbatichi bu’aa garaa argata.
"Gabaan dorgommii bunaa, meeshaa idilee, yeroo ammaa walmadaalummaa keessa jira. Kanneen armaan gadii keessaa fedhiin bunaa dabaluu kan danda’u isa kami?","['Galiin fayyadamtootaa ni kufa.', ""Gatiin shayii ol ka'a."", ""Mindaan hojjettoota dhaabbata bunaa gadi bu'a."", 'Teeknooloojiin midhaan bunaa sassaabuu keessatti fooyya’aa jira.']",B,high_school_microeconomics,D) Teeknooloojiin midhaan bunaa sassaabuu keessatti fooyya’aa jira.
Dhaabbanni tokko oomisha meeshaa tokkoo irraa bu’aa idilee yeroo argachaa jiru kan dhugaa ta'e,"['galiin waliigalaa oomisha irraa argamu baasii ifa ta’ee wajjin walqixa.', 'baasiin ifa ta’e baasii icciitii wajjin walqixa.', 'galiin waliigalaa oomisha irraa argamu baasii icciitii wajjin walqixa.', ""galiin waliigalaa oomisha irraa argamu walitti qabama baasii ifa ta’ee fi icciitii ta'e wajjin walqixa.""]",D,high_school_microeconomics,D) galiin waliigalaa oomisha irraa argamu walitti qabama baasii ifa ta’ee fi icciitii ta'e wajjin walqixa.
"Daldalli tokko galii isaa guddisuu yoo barbaadee fi jijjiirama gatii fedhii oomisha isaa 0.78 waliin walqixa ta’uu yoo beeke, kan ta'uu qabu","['fedhiin jijjiiramaa waan ta’eef gatii hir’isuu', 'fedhiin yuunitii jijjiiramaa waan ta’eef gatii hir’isuu', 'fedhiin waan dhaabbataa ta’eef gatii hir’isuu', 'fedhiin waan dhaabbataa ta’eef gatii dabaluu']",D,high_school_microeconomics,B) fedhiin yuunitii jijjiiramaa waan ta’eef gatii hir’isuu
Kanneen armaan gadii keessaa amala dorgommii monopolii kan ta’e isa kami?,"['P > MC.', 'Qisaasama malee hojjechuu.', 'Irra caalaa dorgommii gatii.', 'P =MR.']",A,high_school_microeconomics,A) P > MC.
korboon dhiyeessii gara duubaatti qaxxaamuruu kanneen armaan gadii keessaa isa kamiin beekama?,"['Akkuma safartuun mindaa dabalaa deemuun, baay’inni humna namaa dhihaatu daballii reetii mindaa hunda irratti dabaluu itti fufa.', 'Daldalli hojjetaa fi boqonnaa dhiyeessii hojii dabalataa, ykn bu’aa bakka bu’iinsaa fayyaduu itti fufeera.', 'Daldalli hojjetaa fi boqonnaa bu’aa galii ykn boqonnaa caalaa mindaa ol’aanaa ta’een ni fayyada.', 'hojjettoota muuxannoo hin qabne, galii xiqqaa qaban, dargaggoota ta’an kutaa duubatti qaxxaamuruu irratti.']",C,high_school_microeconomics,A) Akkuma safartuun mindaa dabalaa deemuun
"hojjettoota muuxannoo hin qabne, galii xiqqaa qaban, dargaggoota ta’an kutaa duubatti qaxxaamuruu irratti.","['Pilaastika', 'Konkolaataa', 'Kompuutara', 'Qilleensa']",D,high_school_microeconomics,B) Konkolaataa
Lorenz Curve kanneen armaan gadii keessaa isa kam safaruuf fayyadama:,"['Reeshiyoo galii fi qabeenya biyyoota adda addaa.', 'Reeshiyoo meeshaalee mootummaa fi meeshaalee dhuunfaa biyyoota adda addaa.', 'Reeshiyoo adda addummaa galii fi walqixxummaa galii biyyoota adda addaa.', 'Reeshiyoo hiyyeeyyii hojjetanii fi hiyyeeyyii hin hojjenne.']",C,high_school_microeconomics,A) Reeshiyoo galii fi qabeenya biyyoota adda addaa.
Fakkeenyota armaan gadii keessaa fayyadamtoonni ba’aa guddaa gibira wijaa oomishaa tokko irratti kaa’ame akka kaffalan kan taasisu isa kami?,"['Yoo korboon fedhii gatii jijjiiramaa fi korboon dhiyeessii gatii dhaabbataa ta’e', 'Yoo korboon fedhii jijjiiramaa gatii fi korboon dhiyeessii guutummaatti jijjiiramaa ta’e', 'Yoo korboon fedhii gatii dhaabbataa fi korboon dhiyeessii gatii jijjiiramaa ta’e', 'Yoo kaarviin fedhii guutummaatti dhaabbataa ta’ee fi korboon dhiyeessii jijjiiramaa gatii ta’e']",D,high_school_microeconomics,B) Yoo korboon fedhii jijjiiramaa gatii fi korboon dhiyeessii guutummaatti jijjiiramaa ta’e
Kanneen armaan gadii keessaa kamtu fedhiin ayiskiriimii akka dabalu gochuu danda’a ture?,"[""Gatiin ayiskiriimii hir'achuu"", ""Gatiin ayiskiriimii gadi bu'uu, meeshaan dabalataa ayiskiriimii kooniif ta'u"", ""Gatiin ayiskiriimii dabaluu, meeshaan dabalataa ayiskiriimii kooniif ta'u"", ""Gatiin looliipoopsii gad bu'uu, bakka bu'uu ayiskiriimii hamma ta'e""]",B,high_school_microeconomics,C) meeshaan dabalataa ayiskiriimii kooniif ta'u
Dhaabbanni tokko loogii gatii milkaa’inaan raawwachuuf haal-duree armaan gadii keessaa kam qabaachuu qaba?  I. Dhaabbatichi korboo fedhii gara gadiitti qaxxaamuree jiru mudachuu hin danda’u.  II. Dhaabbatichi humna gabaa qabaachuu qaba. III. Bittoonni jijjiirama fedhii adda addaa qaban adda baafamuu qabu. IV. Dhaabbatichi bu’aa guddisuu bira darbee kaka’umsa qabaachuu qaba. V. Dhaabbatichi oomisha isaa irra deebiin akka hin gurguramne ittisuu danda’uu qaba.,"['I, III, fi V qofa', 'III fi IV qofa', 'I fi IV qofa', 'II, III, fi V qofa']",D,high_school_microeconomics,D) III fi IV qofa
Kanneen armaan gadii keessaa fakkeenyi kiraa diinagdee isa kami?,"['Taphataan kubbaa miilaa beekamaan galii $ miiliyoona 50 argate.', 'Galii soorama wabii hawaasummaa.', 'Kaffaltii walgargaarsaa tajaajila hawaasummaa irraa.', 'Cheekiin barattuu kolleejjii tokkoof warra ykn guddiftuu irraa.']",A,high_school_microeconomics,A) Taphataan kubbaa miilaa beekamaan galii $ miiliyoona 50 argate.
"Negaatiiviin alaa ta’uu yoo jiraate, kanneen armaan gadii keessaa kamtu kallattii taasisa (ykn sirreessa)?","['Deeggarsa mootummaa.', 'Gibira mootummaa.', 'Gatii gadi aanaa.', 'Sadarkaa oomishaa ol’aanaa ta’e.']",B,high_school_microeconomics,A) Deeggarsa mootummaa.
Kanneen armaan gadii keessaa amalli monopolii isa kami?,"['Dhaabbata tokko kan indaastiricha keessatti argamu.', ""Gatiin galii baay'ee xiqqaa wajjin walqixa."", 'korboo fedhii guutummaatti jijjiiramaa dha.', 'Gufuuwwan seensaa dadhaboo ta’an.']",A,high_school_microeconomics,A) Dhaabbata tokko kan indaastiricha keessatti argamu.
"Monopoliin korboo fedhii qajeelaa, gara gadiitti qaxxaamuree jiru korboo galii baay'ee xiqqaa qaba jechuunis","['gara oliitti kan qaxxaamure dha', 'walakkaa karaa korboo fedhii fi siiqqee dhaabbataa gidduutti', 'walakkaa karaa korboo fedhii fi siiqqee dhaabbataa gidduutti', 'paralalii korboo fedhii ti ']",B,high_school_microeconomics,"A) gara oliitti kan qaxxaamure dha. Monopoliin korboo fedhii qajeelaa, gara gadiitti qaxxaamuree jiru korboo galii baay'ee xiqqaa qaba jechuunis, gara oliitti kan qaxxaamure dha. Gara oliitti qaxxaamuree jiru korboo galii baay'ee xiqqaa qaba jechuunis, gara oliitti kan qaxxaamure dha.

B) walakkaa karaa korboo fedhii fi siiqqee dhaabbataa gidduutti. Monopoliin korboo fedhii qajeelaa, gara gadiitti qaxxaamuree jiru korboo galii baay'ee xiqqaa qaba jechuunis, walakkaa karaa korboo fedhii fi siiqqee dhaabbataa gidduutti. Walakkaa karaa korboo fedhii fi siiqqee dhaabbataa gidduutti, monopoliin korboo fedhii qajeelaa, gara gadiitti qaxxaamuree jiru korboo galii baay'ee xiqqaa qaba jechuunis.

C) walakkaa karaa korboo fedhii fi siiqqee dhaabbataa gidduutti. Monopoliin korboo fedhii qajeelaa, gara gadiitti qaxxaamuree jiru korboo galii baay'ee xiqqaa qaba jechuunis, walakkaa karaa korboo fedhii fi siiqqee dhaabbataa gidduutti. Walakkaa karaa korboo fedhii fi siiqqee dhaabbataa gidduutti, monopoliin korboo fedhii qajeelaa, gara gadiitti qaxxaamuree jiru korboo galii baay'ee xiqqaa qaba jechuunis.

D) paralalii korboo fedhii ti. Monopoliin korboo fed"
Bu’aan gatii lafa irraa tokkoo,"['hanqina meeshaa itti fufiinsa qabu.', 'walgargaarsa waliigalaa dabaluu.', 'waan meeshaa irraa caalmaa itti fufiinsa qabu.', 'ulfaatina qaamaa du’aa hir’isuu dhabamsiisuu.']",C,high_school_microeconomics,A) hanqina meeshaa itti fufiinsa qabu.
Malleen waldaaleen hojjettootaa mindaa dabaluudhaaf itti fayyadaman keessaa kanneen armaan gadii keessaa isa kami?,"['Marii lafa irraa mindaa argachuuf', 'Imaammata miseensummaa daangessu', 'Gatii qabeenya bakka bu’aa hir’isuuf tattaaffii taasifamu', 'Seera siree rifeensa ykn hojii tolchuu']",C,high_school_microeconomics,D) Seera siree rifeensa ykn hojii tolchuu
